item,ave_score,ave_discounted_score
1377,3.2544774491165342,3.2424774491165405
1396,3.6804760396815293,3.671276039681529
1408,3.996452208368792,3.988652208368786
1445,2.909230893178545,2.9078308931785504
1473,3.7822312097820605,3.7820312097820565
1500,3.797157413932986,3.78535741393299
1517,3.7161953124561196,3.6961953124561204
1552,3.2695837121453035,3.2577837121453044
1573,3.5659434185272953,3.5505434185272953
1580,3.6389835354992006,3.6059835354992034
1587,3.494551152492133,3.488351152492135
1617,4.222528212955503,4.203128212955504
1620,3.425510809161768,3.4229108091617677
1625,3.877961715020417,3.8625617150204183
1644,2.4965871412673146,2.4901871412673113
1676,3.5300817895814047,3.514081789581406
1732,4.088636933346328,4.067436933346325
1777,3.62164032081583,3.610440320815831
1793,3.8425297059853873,3.842129705985388
1804,3.513138007412149,3.5125380074121546
1805,3.280288947649877,3.2740889476498727
1920,3.178547045574465,3.1749470455744664
1927,4.2684044421881335,4.2664044421881435
1954,4.002113625620213,3.9893136256202157
1967,3.990317214492503,3.9819172144924986
2000,3.857630763227419,3.8426307632274104
2005,3.7690017958952287,3.7576017958952317
2012,3.571539034433798,3.553939034433802
2018,3.586390559543295,3.578790559543302
2028,4.251531978041328,4.213931978041331
2033,3.8579406113622277,3.856340611362235
2046,3.4596355787421835,3.454835578742189
2048,3.740457203385421,3.7388572033854213
2054,2.9991180236228114,2.9855180236228085
2058,3.572854350080361,3.5668543500803644
2078,4.0043760907578125,3.9937760907578195
2090,3.4814186346597036,3.4788186346597034
2093,3.427734652919643,3.4265346529196488
2094,3.482911956100375,3.4751119561003785
2096,3.6309851955101973,3.6265851955101986
2099,3.6569399600200825,3.6557399600200804
2105,3.548169582758909,3.538169582758908
2115,3.8191937046674447,3.7975937046674457
2116,3.4252231995337543,3.422223199533753
2137,3.7419048322006114,3.7377048322006097
2139,3.6851053312784687,3.6809053312784688
2141,3.442255809518122,3.4386558095181208
2143,3.3970891656696756,3.3944891656696705
2161,3.7726703465097784,3.764070346509782
2174,3.664606347175613,3.646406347175611
2193,3.559141295753581,3.551141295753577
2253,2.801239217840365,2.797239217840369
2268,3.961567619792638,3.9501676197926336
2273,3.4855931248177683,3.477193124817771
2291,3.8865623644960534,3.870562364496056
2329,4.35901187208501,4.333211872085003
2338,2.564502541045605,2.5609025410456043
2353,3.6816178160752444,3.668217816075248
2366,3.815035320581668,3.8100353205816666
2387,3.656534659226278,3.6533346592262803
2389,2.662143261947907,2.660343261947909
2395,3.737322234716196,3.7261222347161955
2406,3.6565115048898926,3.6457115048898947
2414,3.6088858182085937,3.606685818208595
2427,3.519897275740255,3.512897275740249
2450,2.6760283479589546,2.6728283479589567
2459,3.5355171657748756,3.5329171657748755
2470,3.3981529799052863,3.386752979905291
2478,3.3945364811608716,3.389336481160871
2492,3.4057270272683864,3.404327027268389
2502,4.241159323036778,4.222359323036778
2528,3.4746174009589774,3.4698174009589744
2529,3.9781408895217147,3.966940889521716
2542,4.211227894964374,4.1978278949643855
2571,4.150791619155124,4.095191619155122
2580,4.112708588198155,4.1049085881981595
2596,3.9104988021324165,3.908098802132418
2616,3.1820318672623706,3.1768318672623694
2617,3.3286046619758545,3.311204661975859
2628,3.285784984030475,3.2577849840304736
2640,3.798654736001492,3.7864547360014944
2641,3.2614079308127297,3.2516079308127277
2644,3.5935551506416954,3.5917551506416934
2648,3.979401134869979,3.977201134869982
2654,3.7521068109949187,3.7511068109949215
2657,3.5499747516635507,3.537374751663551
2692,4.161781052145078,4.146781052145084
2700,4.032681992280923,4.017481992280919
2716,3.9427646333504236,3.91876463335043
2761,4.1862789577861665,4.178478957786161
2797,3.8945914153181382,3.876391415318138
2826,3.1998173694200758,3.194617369420068
2858,4.150557080731142,4.109757080731147
2872,3.814522869142117,3.809522869142118
2899,3.5132919987227824,3.51269199872278
2916,3.832450473491074,3.814850473491084
2944,4.10378137264146,4.097381372641457
2947,4.006837847512892,3.9962378475128957
2948,3.9193200933054375,3.9121200933054414
2949,3.88729446172343,3.8806944617234316
2959,4.339907761601903,4.296307761601895
2985,3.574197566012615,3.560197566012613
2987,3.7527750001611566,3.7333750001611614
2991,3.8662944565276733,3.861694456527674
2993,3.6869167609519216,3.682116760951915
2997,4.117745801255518,4.097945801255522
3033,3.681270216581006,3.6694702165810074
3034,3.7146999031613013,3.7074999031613003
3052,3.827278464427401,3.8114784644273976
3053,3.983763913339232,3.9815639133392264
3062,4.047031824889862,4.044831824889868
3147,4.298050698261191,4.275850698261193
3168,3.789309812985086,3.783509812985092
3176,3.5535248108369273,3.5437248108369293
3243,2.874828097822181,2.8718280978221773
3247,3.288805089924482,3.2816050899244815
3253,3.6730376315152142,3.6608376315152102
3273,2.989454865598072,2.9836548655980795
3386,3.704653259378095,3.698453259378095
3439,3.115504797286133,3.1129047972861272
3440,2.6466769894652225,2.6438769894652223
3441,3.6493684432617446,3.6465684432617493
3448,3.9683977632503527,3.959797763250353
3450,3.5254397591642657,3.5196397591642663
3479,3.5691535184927727,3.5655535184927722
3489,3.5717907171263015,3.561190717126299
3527,3.7729322239580396,3.760732223958044
3578,4.082202138808251,4.048202138808249
3617,3.327242239030114,3.3190422390301175
3639,3.7694717444146435,3.7658717444146426
3671,4.101555893029731,4.089155893029726
3702,3.6886478191441845,3.6810478191441844
3703,4.17798074892836,4.169980748928376
3729,3.889382452226274,3.8887824522262804
3740,4.008228454273035,4.002628454273033
3744,3.035279174234436,3.031479174234436
3793,3.862609174844898,3.8360091748448957
3809,3.497243635138948,3.490243635138949
4006,3.618830769459315,3.6174307694593124
5060,4.088908517736941,4.079708517736939
318,4.103293343987825,4.039893343987824
1704,4.222787678590427,4.194587678590433
6874,4.1234852286545225,4.097285228654515
8798,3.9359254710874083,3.927125471087408
46970,3.491089805661581,3.485489805661581
48516,4.39456265902253,4.373162659022539
58559,4.367958345869356,4.338158345869351
60756,3.749626990054201,3.7440269900542007
68157,4.283723035003742,4.266123035003744
71535,4.032633866079764,4.022033866079757
74458,4.171322064001906,4.157922064001897
77455,4.093406687531292,4.090806687531288
79132,4.1977677792088794,4.1691677792088795
80489,4.073355738393773,4.068955738393773
80906,4.264160656402619,4.26176065640263
86345,4.0605365382170415,4.05873653821704
89774,3.862046417128596,3.859846417128597
91529,4.1540772659898755,4.138877265989871
91658,3.6854764844208776,3.677076484420883
99114,4.10677852560243,4.092578525602442
106782,4.078680582324697,4.067880582324697
109487,4.151644802915427,4.137044802915435
112552,4.181166546861368,4.173566546861377
114060,3.449474419433616,3.448874419433622
115713,4.048799595339999,4.043199595340005
122882,3.984078203023661,3.9746782030236654
131724,3.951090786102609,3.9508907861026126
31,3.420987117560791,3.4133871175607866
647,3.554750667193566,3.5489506671935667
688,2.951381676074614,2.949581676074613
720,4.2040323376785755,4.198632337678567
849,3.177773625265414,3.1689736252654144
914,4.177795774621414,4.170795774621399
1093,3.6128695136417437,3.6054695136417454
1124,3.814757830301431,3.812157830301438
1263,3.9901493647322925,3.981549364732298
1272,4.242042846420373,4.235442846420373
1302,3.709456184224878,3.698256184224872
1371,3.287435676833489,3.27843567683349
2080,3.6071450543026806,3.596145054302678
2288,4.087966256387906,4.078966256387914
2424,3.354235352521473,3.344235352521477
2851,3.5931391846081273,3.5923391846081225
3024,3.1998673814799594,3.198467381479955
3210,3.6803213824671825,3.671921382467179
3949,4.087833824294642,4.068633824294641
4518,3.8154418402478374,3.8146418402478415
5048,3.0640141224040143,3.0628141224040246
5181,3.9887428872026205,3.98834288720262
5746,3.952518525908202,3.952318525908199
5764,3.868629087924007,3.8684290879240075
5919,3.988834020814708,3.9884340208147173
6238,3.273591972008412,3.27179197200841
6835,3.9525144233468943,3.9523144233468885
7899,3.8685999378979394,3.8683999378979403
7991,3.7661581265603545,3.7655581265603555
26409,3.4879865227047153,3.487586522704719
70946,3.7019672456385675,3.7013672456385645
72378,2.988921355880098,2.9847213558801005
21,3.681842842537915,3.6640428425379183
32,4.110811356316558,4.075411356316561
45,3.541148275050939,3.5347482750509376
52,3.6699460607893117,3.664346060789309
58,4.164453100000575,4.157053100000578
106,3.783438291739609,3.7832382917396146
125,3.7629499990575392,3.7605499990575364
126,2.8217477940698816,2.820347794069881
162,4.252028422995741,4.248628422995732
171,3.8851725372053805,3.8839725372053806
176,4.287705633863293,4.285105633863298
190,3.3495825673345974,3.3485825673346
215,4.150173380522106,4.145373380522105
222,3.8881515948310374,3.8849515948310356
232,3.990557576806203,3.9877575768062044
247,4.054468162677246,4.0502681626772405
265,4.081933320025484,4.075333320025491
319,3.7867950279720994,3.7827950279720963
342,3.5006857057222622,3.4940857057222616
345,3.78855632115571,3.781356321155711
348,3.7722557062351214,3.7662557062351207
351,3.4499495016547437,3.4465495016547467
357,3.7009866083929692,3.6803866083929675
368,3.6904472888854136,3.6756472888854197
417,3.8429965037109812,3.8403965037109806
450,3.4103168969662123,3.408916896966205
475,4.368924686714639,4.3639246867146415
492,3.889919632655134,3.887119632655138
509,3.725552394008401,3.713352394008407
538,3.7624167756111477,3.760016775611145
539,3.658599995450226,3.6373999954502247
588,3.916246332160615,3.8796463321606156
595,3.9171325791094147,3.887932579109414
599,3.9242877791954256,3.9220877791954223
708,3.588845311620084,3.5772453116200813
759,3.7005341632467528,3.700134163246749
800,4.222513019178478,4.218713019178472
892,3.733833784943605,3.731233784943606
898,4.395825881103361,4.390025881103371
899,4.221298936114991,4.211898936115002
902,4.008514481098731,4.0013144810987304
904,4.411637933934713,4.39483793393472
908,4.327632522214273,4.316232522214265
910,4.165384459575456,4.1553844595754486
912,4.387374019147768,4.3673740191477535
920,3.831518157533499,3.8225181575334983
930,4.305522142880432,4.301522142880421
937,3.7003604841318163,3.699960484131818
1046,4.1480325528849695,4.147232552884968
1057,3.678959496863294,3.675959496863298
1077,3.9155266869638528,3.9099266869638503
1079,4.09111418896923,4.076914188969241
1084,4.199529730408323,4.1925297304083236
1086,4.203015748729789,4.198015748729793
1094,3.6436070264916953,3.635207026491693
1103,4.154946342497417,4.151946342497423
1179,3.8127007844458833,3.8073007844458835
1183,3.8904318586831703,3.881431858683171
1188,3.8313041600747653,3.8269041600747618
1199,4.323403244332235,4.311603244332237
1203,4.291977328005053,4.28057732800506
1211,3.9810394790493873,3.9784394790493876
1225,4.332979005249976,4.317779005249979
1250,4.262944112705315,4.253944112705317
1259,4.16595611112608,4.1477561111260846
1266,4.252275854584753,4.243275854584756
1279,4.088621502061608,4.087021502061617
1283,4.270716570613346,4.266916570613335
1288,4.179279514926578,4.166079514926584
1304,4.102722268034519,4.090322268034515
1391,3.3025611385613343,3.2853611385613317
1449,4.013738459422612,4.0089384594226045
1466,3.9165812297069547,3.9061812297069642
1597,3.201740721073076,3.193140721073076
1641,3.9366438633259797,3.9254438633259814
1719,4.277531970552289,4.274331970552288
1733,4.148180130296305,4.147380130296316
1734,4.061148945877476,4.059348945877473
1834,4.047645362237277,4.045445362237274
1860,3.3109928303618066,3.3101928303618076
1883,3.5111362157148163,3.5063362157148186
1885,3.4377589031664906,3.4353589031664864
1892,3.5373118783491555,3.5341118783491527
1895,3.579176224256635,3.576176224256629
1907,3.761675971941307,3.7526759719413065
1914,3.630146527938067,3.628346527938067
1916,3.645176153978632,3.64277615397863
1923,3.8478912750871186,3.826891275087121
1947,3.7920227762477277,3.785222776247733
1966,3.7787892066119526,3.7771892066119617
1968,3.9474829250632792,3.9248829250632804
2019,4.321376009370161,4.311776009370151
2076,4.096239803137829,4.087039803137825
2109,3.5936585084390966,3.588258508439094
2145,3.4777002821333567,3.4711002821333623
2150,4.037380712246223,4.031780712246236
2186,4.1031125424749515,4.098112542474946
2203,4.080212920186529,4.078812920186523
2204,3.8697417692126552,3.8689417692126544
2282,3.6570438104556877,3.655843810455686
2324,4.301631492608485,4.284031492608477
2336,3.8436854057335226,3.8390854057335173
2351,4.163809361049444,4.162409361049448
2359,3.8456665516484874,3.8404665516484844
2390,3.9542265326410857,3.95282653264108
2467,3.902427223934231,3.8988272239342336
2583,3.972148631194308,3.9697486311943058
2599,3.8497151699226126,3.838515169922619
2683,3.3866095610679863,3.3624095610679867
2712,3.6593863779854576,3.6487863779854535
2762,4.028328393305885,3.992528393305891
2763,3.8313234083998835,3.82172340839988
2770,3.216477927914666,3.2088779279146604
2791,4.02779613377776,4.010396133777763
2843,3.9900021107886214,3.9882021107886207
2874,3.764307654517419,3.763707654517422
2921,4.173927777203876,4.171727777203872
2926,3.578459097024739,3.5762590970247388
2973,4.030444615208965,4.026844615208971
3044,3.8990081430903003,3.8964081430902975
3060,3.980599606144281,3.977599606144285
3079,3.474150240382344,3.4729502403823442
3083,4.2238871223871435,4.2200871223871355
3160,3.8898457718677424,3.879445771867749
3175,3.7659486785593197,3.7509486785593187
3204,3.819773056282407,3.8181730562824043
3255,3.6716468374945457,3.6626468374945453
3317,3.8372650044259817,3.832865004425976
3358,3.937500477916079,3.935500477916076
3365,4.039655705357454,4.0382557053574555
3408,3.7244830175926977,3.710483017592694
3481,3.846977114444649,3.831977114444646
3508,4.293167625762386,4.289567625762391
3538,3.5500976910010986,3.5490976910010983
3591,3.127692089431043,3.1246920894310444
3788,3.793670125768589,3.7924701257685878
3851,3.951143764883998,3.950943764884
3897,4.038187969884183,4.021587969884181
3911,3.869466053272212,3.858866053272207
3967,4.012837567576731,4.005437567576723
3996,4.008285091019761,3.9862850910197603
4002,3.996049866519725,3.990649866519723
4014,3.7188017045650072,3.7094017045650096
4020,3.287377817366909,3.28477781736691
4021,4.104401558117828,4.103401558117822
4027,3.9878183797353373,3.9690183797353384
4029,3.9689612567208425,3.9665612567208433
4033,4.0097546830449335,4.007154683044924
4034,4.0712221564071225,4.05722215640711
4074,3.615736123721737,3.615536123721739
4121,3.4384239571474042,3.4360239571474045
4144,4.2328140030701915,4.230014003070194
4166,3.413889104871328,3.4134891048713247
4226,4.26021596248176,4.228415962481763
4239,3.983492558263603,3.973292558263596
4246,3.809391970252576,3.7963919702525764
4252,3.628689947922939,3.628289947922934
4260,3.4479823383602235,3.447782338360225
4273,3.987942039209887,3.987542039209895
4308,3.78286695808007,3.7718669580800674
4347,3.8273425413499473,3.8267425413499487
4381,3.646231437666705,3.6454314376667076
4641,3.7033979822464436,3.696597982246444
4741,3.8294583832456546,3.8280583832456503
4765,4.015863191979548,4.015263191979545
4881,3.886682036455079,3.883282036455079
4896,3.9408150705804457,3.919415070580446
4902,3.6025094273174725,3.6005094273174736
4967,4.206201393407657,4.203601393407648
34,3.820042212892326,3.794442212892329
36,3.9973242371390905,3.9839242371390893
39,3.4788807839285822,3.4580807839285836
150,3.953840905925057,3.9136409059250568
153,3.102776210991828,3.075376210991835
253,3.639530101005648,3.617730101005646
261,4.033747434209454,4.025347434209461
266,3.5902128142635568,3.5766128142635583
290,4.097385087591739,4.094585087591748
300,3.6950771993710667,3.678877199371068
344,3.1995234669714856,3.1673234669714887
364,4.077286362887441,4.0428863628874385
380,3.6306074129824633,3.5950074129824636
410,3.308484903712855,3.2916849037128584
474,3.8708262915228486,3.8568262915228506
515,3.7886095743430537,3.7838095743430586
531,3.4952460837360078,3.490446083736003
534,3.780766688117263,3.7779666881172695
589,4.027308834466713,3.9825088344667083
594,3.802815160531389,3.7874151605313897
597,3.6552316386768817,3.628231638676882
2,3.6178117335369078,3.5958117335369097
4,3.0313827073573014,3.029982707357296
5,3.297603223387788,3.287803223387788
7,3.398576150757469,3.38777615075747
8,3.3146393668166443,3.3130393668166405
10,3.658224423379211,3.6318244233792125
11,3.8485004359011326,3.8345004359011283
13,3.471533730358147,3.469933730358148
15,3.3403749726958565,3.3377749726958563
16,4.090926357227376,4.074526357227382
17,3.9465061490672007,3.933106149067204
19,2.949197135092105,2.931597135092107
22,3.4592204132977398,3.45202041329774
24,3.38074399671849,3.3751439967184873
25,3.8025146102794,3.7873146102794104
26,3.7036286339304425,3.701028633930444
27,3.595755145918647,3.593955145918648
41,3.8542929029648088,3.8512929029648126
43,3.5091179847587077,3.5075179847587052
46,3.3730625948586765,3.370062594858673
54,3.262905048678268,3.2623050486782597
60,3.4637085044958718,3.45690850449587
61,3.8397048908551032,3.8385048908550954
62,3.8791791340866983,3.863179134086697
65,2.8632284838951922,2.8570284838951867
66,3.0555932608308316,3.053793260830833
76,3.6254879973044516,3.622487997304449
79,3.1290671484056953,3.1256671484056926
86,4.051859964915269,4.048859964915266
87,3.1193133426688484,3.117913342668847
88,3.440264444522059,3.4370644445220617
89,3.537124327352356,3.5351243273523547
92,3.160892868109522,3.1592928681095223
93,3.2734742117080513,3.2716742117080546
95,3.2367365030721706,3.219936503072175
100,3.1738693298342446,3.1710693298342427
102,3.148033972612948,3.1470339726129506
104,3.618172367214511,3.598372367214511
105,3.520784815918461,3.516184815918456
112,3.7279117388300076,3.7187117388300113
113,3.6371847041510414,3.636584704151039
135,3.2224057238185067,3.2162057238185033
140,3.6977825436662486,3.694582543666249
141,3.6803384489447812,3.663138448944781
145,3.45876310448612,3.44856310448612
146,3.637477536633402,3.636877536633401
158,3.051044381148961,3.0386443811489636
159,3.2514196558954724,3.2486196558954745
160,3.119117284883064,3.1077172848830625
161,3.81115318748617,3.7905531874861667
165,3.710787938435193,3.681987938435189
168,3.306078365141702,3.295278365141704
170,3.4655328073608067,3.45853280736081
174,3.166039302266039,3.1640393022660374
177,3.2365049390269447,3.2349049390269418
179,3.126031789316,3.1256317893160084
180,3.617506624543441,3.610306624543442
181,2.7411225535827097,2.737722553582709
185,3.2378291678981137,3.2154291678981184
186,3.0811159378888613,3.0715159378888686
189,3.6153562693894647,3.6151562693894648
191,3.109068576858513,3.107868576858522
195,3.4353762888817654,3.433376288881765
196,2.9401128616463295,2.93111286164633
201,3.6153703832480586,3.615170383248053
204,3.0198218485934816,3.0138218485934867
205,3.4876868755224946,3.485886875522494
207,3.6448424579222087,3.6406424579221994
208,3.1018862701259313,3.078886270125932
209,3.5761586702798267,3.5755586702798294
210,3.479710584255849,3.4789105842558525
212,3.513593435942038,3.512993435942034
217,3.0624972406305537,3.0612972406305614
218,3.650630556965173,3.6478305569651677
219,3.6153538442058815,3.615153844205889
224,3.793619314104036,3.7856193141040375
225,3.7244363090129533,3.714036309012954
230,3.6180524526740054,3.613252452674002
234,2.9902031470971453,2.9868031470971443
236,3.667035464450885,3.6580354644508857
237,3.569401999238335,3.565001999238337
239,3.315256370966478,3.3118563709664715
240,3.1988991333430135,3.1980991333430104
243,3.6154003273303075,3.6152003273303084
248,3.4476316844001436,3.4442316844001475
250,3.155794164712956,3.154594164712958
251,3.512688649276028,3.5120886492760253
252,3.652547052678442,3.643947052678445
254,3.6154036286225013,3.6152036286224996
256,3.1110164164817413,3.104016416481738
257,3.7016005086574504,3.698800508657448
258,3.1000240591015222,3.0980240591015242
262,4.027337722004594,4.023137722004596
267,3.2672592893208656,3.2638592893208673
270,3.65164948906482,3.650649489064822
271,3.7002192783402466,3.699419278340246
273,3.2281586021174085,3.2225586021174095
274,3.3695952966035354,3.3681952966035364
276,3.491579339212015,3.487179339212019
277,3.449456235999801,3.4418562359998015
279,3.5553690373218823,3.55496903732188
281,3.9126602213385655,3.9098602213385636
282,3.5516211806206304,3.543621180620628
288,3.4271877573892713,3.4087877573892738
289,3.7385808307425084,3.7369808307425134
291,3.2625314909331045,3.2619314909331036
292,3.6007185840228333,3.5805185840228355
293,4.165049819752217,4.138449819752209
302,3.54994362246824,3.548943622468244
303,3.226721674929743,3.220321674929746
304,3.7642679831196264,3.7636679831196296
310,3.615380835675666,3.61518083567567
312,2.37381169775921,2.3720116977592127
313,3.6379284824447966,3.637328482444801
314,3.8947892821546017,3.891589282154599
315,3.318403522668382,3.310803522668382
317,3.4053050853899327,3.3891050853899345
327,3.1060781362188727,3.09927813621887
329,3.5669048455269374,3.545304845526937
330,3.4267728507449213,3.4255728507449246
332,3.2322737847042187,3.229873784704222
336,3.615381804487977,3.615181804487976
337,3.9389832613477775,3.9235832613477766
339,3.6496665062458975,3.6300665062458974
340,3.6517397463442083,3.650739746344208
343,3.3991132664846924,3.398113266484692
347,3.7019599401375842,3.7007599401375835
350,3.590629208996188,3.57922920899618
352,3.4135437329828955,3.413143732982896
353,3.7932939314682455,3.7804939314682384
354,3.612182078258432,3.6109820782584356
355,2.6804035071039034,2.672003507103901
358,3.1611337054115554,3.159333705411557
359,3.6153779479107278,3.6151779479107273
360,3.201894849391946,3.200294849391949
361,3.3600473739089987,3.3566473739089986
366,3.2916824354752063,3.289282435475205
370,3.289926585091196,3.2783265850911993
371,3.5483380259421566,3.5441380259421593
374,2.6139658010411218,2.6089658010411165
377,3.680997212116635,3.646797212116632
378,3.2850081649687253,3.283608164968725
381,3.9186150832556383,3.9164150832556324
382,3.438091022725216,3.434891022725217
383,3.3732753036879464,3.369075303687949
405,2.9322586083933175,2.9298586083933196
412,3.702772795047098,3.6997727950470987
415,2.9608438868361198,2.95764388683612
416,3.0847835835276234,3.083183583527628
419,3.037545299699116,3.0335452996991203
426,3.4941140873523002,3.4927140873523044
432,2.9110575887233625,2.9000575887233624
434,3.2332680870572847,3.2130680870572865
435,2.686694708831939,2.6740947088319404
437,2.8425202122901143,2.8407202122901145
440,3.7319761760662242,3.7167761760662215
445,3.3488450209976017,3.346445020997601
454,3.712089972390027,3.691889972390026
455,2.7230560714481165,2.715656071448116
458,3.350675940211508,3.349675940211511
460,3.3878578638247885,3.3872578638247863
466,3.112934167319088,3.100934167319092
468,3.4605809636601474,3.4561809636601506
469,3.6512957767929657,3.6502957767929685
472,3.2011783686697943,3.1999783686697945
477,3.6113996522441503,3.607999652244148
485,3.177084485580487,3.166484485580482
489,3.2633462759387704,3.26114627593877
490,3.348739660961594,3.346339660961595
491,3.5436916047868374,3.5402916047868342
493,3.819574245378173,3.8171742453781747
494,3.591320834352039,3.583120834352039
497,3.98200928248129,3.9734092824812848
502,2.849060845712134,2.8460608457121324
505,2.948716602396682,2.947316602396679
508,3.803885128354248,3.7906851283542475
510,3.615357870599597,3.6151578705995937
516,3.355553961397956,3.351953961397955
520,3.347029466833745,3.3332294668337386
524,3.689578220310359,3.68277822031036
532,3.319186945667027,3.3159869456670306
536,3.6385382448179127,3.6379382448179096
537,3.467308601033646,3.46490860103365
540,3.0484619722712085,3.0448619722712107
542,3.1743605326853923,3.1715605326853913
546,2.485684941853532,2.481484941853536
548,3.293893438076326,3.2926934380763284
569,3.2461364877455474,3.244936487745551
575,3.058669329193991,3.0554693291939907
587,3.6214833076443744,3.5984833076443743
606,3.4785422190641713,3.4777422190641665
609,3.748166896186654,3.745366896186656
616,3.6239157436489835,3.6149157436489845
628,3.8221926041909535,3.8151926041909503
631,3.4780215196620277,3.475821519662033
637,3.295949437491734,3.289349437491728
640,3.1371907409923425,3.134990740992341
662,3.577206824613688,3.575806824613689
667,3.275426313806414,3.2738263138064125
694,3.323945665109297,3.3217456651092947
697,3.3003557485956168,3.299355748595614
700,3.53744996056793,3.536049960567927
704,3.158497505829771,3.1570975058297743
709,3.421459261281078,3.419259261281075
710,3.1231578312692303,3.1215578312692336
711,3.3993196541537802,3.397319654153779
719,3.121811445679944,3.1148114456799414
747,3.63760063619965,3.6370006361996485
762,2.7279181408245354,2.719718140824536
765,3.427095553617218,3.423295553617219
775,3.6153828600971503,3.6151828600971556
783,3.53995627341457,3.530556273414575
795,3.7000199226611405,3.6996199226611455
799,3.6657762222507433,3.6611762222507394
801,3.449623109363742,3.4474231093637417
802,3.5487823528420552,3.539582352842053
818,3.5368908654946707,3.53489086549467
830,3.354553001662737,3.350353001662736
835,3.7642444635307197,3.7636444635307176
837,3.5028439467780212,3.496243946778017
838,4.060598632940201,4.054598632940196
839,3.199889987742412,3.196889987742414
842,3.0240080706494834,3.0216080706494877
848,3.5764427283235096,3.5750427283235067
852,3.40300675459778,3.394406754597778
867,3.1988641748773063,3.1984641748773073
880,3.057957683327284,3.0525576833272816
881,2.9996401608703525,2.9986401608703517
888,3.197755130949587,3.1971551309495863
891,3.8520724898780014,3.8510724898780073
979,3.6153788180722737,3.615178818072282
981,3.5568026326095805,3.556402632609576
986,3.733614556259641,3.7310145562596344
991,3.5793906589574678,3.577190658957468
996,2.9773550508022772,2.9747550508022753
999,3.380062423675779,3.3776624236757775
1004,3.4271035852007405,3.4259035852007416
